SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
431729,0,Cash loans,F,N,Y,1,90000.0,327024.0,15372.0,270000.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.00712,-11756,-156,-3073.0,-3263,1,1,0,1,0,0,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,,0.3464557113012863,0.5280927512030451,0.066,0.0,0.9737,0.0,0.1379,0.1667,0.0443,0.0328,0.0449,0.0672,0.0,0.9737,0.0,0.1379,0.1667,0.0453,0.0342,0.0475,0.0666,0.0,0.9737,0.0,0.1379,0.1667,0.045,0.0334,0.0458,block of flats,0.0498,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
181730,0,Cash loans,F,Y,Y,0,180000.0,1000417.5,55993.5,927000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-20522,-3603,-10774.0,-3923,1,1,0,1,1,0,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,,0.5620144662569511,0.7700870700124128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1736.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
404883,0,Cash loans,F,N,Y,0,162000.0,293535.0,23319.0,265500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010147,-19410,-2238,-1177.0,-2858,1,1,0,1,0,0,2.0,2,2,THURSDAY,17,0,0,0,1,1,0,,0.4441024336880586,0.4400578303966329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-538.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
121200,0,Cash loans,F,N,Y,0,202500.0,1226511.0,32485.5,1071000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.025164,-19895,-12828,-8224.0,-3431,1,1,0,1,0,0,1.0,2,2,THURSDAY,16,0,0,0,0,0,0,0.7992365655083209,0.381300621369651,0.8182475079127519,0.1216,0.105,0.9901,0.0,0.2759,0.1667,0.0358,0.1134,0.0,0.1239,0.109,0.9901,0.0,0.2759,0.1667,0.0366,0.1182,0.0,0.1228,0.105,0.9901,0.0,0.2759,0.1667,0.0365,0.1155,0.0,block of flats,0.1174,"Stone, brick",No,0.0,0.0,0.0,0.0,-733.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
334354,0,Cash loans,M,Y,N,1,153000.0,450000.0,35685.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-14544,-3436,-5773.0,-4598,1,1,0,1,0,0,3.0,3,3,TUESDAY,9,0,0,0,0,0,0,0.2792036336266457,0.2109990607425531,0.2822484337007223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2721.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
135758,0,Cash loans,M,N,Y,1,315000.0,398160.0,31585.5,315000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-11825,-1011,-5580.0,-1953,1,1,0,1,0,1,3.0,1,1,WEDNESDAY,13,0,1,1,1,0,0,,0.6417919799912504,0.3996756156233169,0.0278,0.0336,0.9886,,0.1034,0.0833,,0.0257,,0.0284,0.0349,0.9886,,0.1034,0.0833,,0.0268,,0.0281,0.0336,0.9886,,0.1034,0.0833,,0.0261,,block of flats,0.0247,,No,3.0,0.0,3.0,0.0,-879.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
119239,0,Cash loans,F,N,Y,0,292500.0,814666.5,36013.5,715500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-21582,365243,-7291.0,-4299,1,0,0,1,0,0,2.0,3,3,FRIDAY,7,0,0,0,0,0,0,0.5263863245028495,0.4370851381993849,0.3490552510751822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-2029.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102516,0,Cash loans,F,N,N,0,121500.0,314100.0,17037.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010276,-21133,365243,-13404.0,-4188,1,0,0,1,0,0,2.0,2,2,TUESDAY,18,0,0,0,0,0,0,,0.6363142001038185,0.8061492814355136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
374547,0,Cash loans,F,N,Y,0,90000.0,220500.0,11254.5,220500.0,Family,Commercial associate,Higher education,Single / not married,House / apartment,0.026392,-11600,-355,-4469.0,-4100,1,1,1,1,0,1,1.0,2,2,TUESDAY,18,0,0,0,0,0,0,0.3138674927395149,0.6936600482729457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-991.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,9.0
214173,0,Cash loans,F,N,N,0,315000.0,544491.0,17563.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-17744,-2531,-9078.0,-1289,1,1,0,1,0,0,2.0,3,3,SATURDAY,17,0,0,0,0,0,0,0.2827395137889084,0.258933895459756,0.3774042489507649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
307810,0,Cash loans,F,N,N,0,63000.0,254700.0,14220.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010276,-23873,365243,-7894.0,-4005,1,0,0,1,0,0,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,,0.6849402100050009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2785.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
264163,0,Cash loans,F,Y,Y,0,180000.0,450000.0,30195.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-19532,-3639,-5743.0,-3082,1,1,0,1,0,0,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,,0.7291779701592691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,-389.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449872,0,Cash loans,F,N,Y,0,157500.0,783000.0,23022.0,783000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-18349,-1571,-2817.0,-1877,1,1,0,1,1,0,2.0,2,2,SUNDAY,10,0,0,0,0,0,0,,0.6425758508539389,0.7610263695502636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-866.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
280686,0,Cash loans,M,Y,N,1,135000.0,1078200.0,31522.5,900000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.005144,-12124,-4656,-6128.0,-4281,1,1,0,1,0,0,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,0.3828094245969029,0.7697773345952977,0.5673792367572691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
286276,1,Cash loans,M,Y,Y,1,202500.0,549882.0,21438.0,459000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-15795,-5340,-5196.0,-3802,1,1,0,1,0,0,3.0,2,2,FRIDAY,10,0,0,0,0,1,1,,0.1964181363823491,0.6313545365850379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-666.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
235621,1,Revolving loans,F,Y,Y,2,157500.0,270000.0,13500.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.020713,-10863,-471,-1271.0,-3211,1,1,1,1,1,0,4.0,3,3,SATURDAY,13,0,0,0,0,0,0,,0.2411871844650824,0.7407990879702335,0.0619,0.0491,0.9737,0.0,0.1034,0.1667,0.0315,0.0507,0.0,0.063,0.051,0.9737,0.0,0.1034,0.1667,0.0322,0.0528,0.0,0.0625,0.0491,0.9737,0.0,0.1034,0.1667,0.032,0.0516,0.0,block of flats,0.0433,Panel,No,0.0,0.0,0.0,0.0,-139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
330826,0,Cash loans,M,Y,Y,0,301500.0,1007761.5,42826.5,927000.0,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.032561,-11348,-566,-4292.0,-3956,1,1,0,1,0,0,2.0,1,1,FRIDAY,17,0,0,0,0,0,0,,0.2099924126888581,0.5567274263630174,0.1814,0.0997,0.9891,0.24,0.1034,0.4583,0.0392,0.1881,0.0,0.1849,0.1035,0.9891,0.2417,0.1034,0.4583,0.0401,0.196,0.0,0.1832,0.0997,0.9891,0.24,0.1034,0.4583,0.0399,0.1915,0.0,block of flats,0.1479,Mixed,No,0.0,0.0,0.0,0.0,-749.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
372376,0,Cash loans,F,N,Y,0,171000.0,728460.0,40806.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00712,-16474,-3688,-5118.0,-14,1,1,0,1,0,0,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,,0.5666166640762814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-399.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
278442,0,Cash loans,F,Y,Y,0,90000.0,315000.0,13473.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-20662,-11537,-3220.0,-4217,1,1,1,1,1,0,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,,0.4698012847079232,0.6674577419214722,0.0124,,0.9682,,0.069,0.0417,,0.0136,,0.0126,,0.9682,,0.069,0.0417,,0.0142,,0.0125,,0.9682,,0.069,0.0417,,0.0138,,block of flats,0.0107,"Stone, brick",No,9.0,1.0,9.0,0.0,-1715.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
202412,0,Cash loans,M,N,N,0,270000.0,896157.0,39604.5,801000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-17010,-4306,-3059.0,-559,1,1,0,1,0,0,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,,0.6712181687927595,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
360810,0,Cash loans,M,N,Y,0,135000.0,1314117.0,38551.5,1147500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-20598,365243,-3690.0,-127,1,0,0,1,0,0,2.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,,0.4547507904976845,0.2970866116472028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1406.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
429081,0,Revolving loans,F,N,N,1,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018801,-11139,-418,-53.0,-1819,1,1,0,1,0,0,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,,0.3247106924241565,0.6347055309763198,0.0309,0.0,0.9682,0.0,0.0345,0.0417,,0.01,0.0018,0.0315,0.0,0.9682,0.0,0.0345,0.0417,,0.0104,0.0019,0.0312,0.0,0.9682,0.0,0.0345,0.0417,,0.0101,0.0018,specific housing,0.0119,Block,No,3.0,0.0,3.0,0.0,-260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
189454,0,Cash loans,M,N,Y,1,135000.0,225000.0,10620.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10314,-1622,-7984.0,-2270,1,1,0,1,0,0,3.0,2,2,SATURDAY,14,0,0,0,1,1,0,0.1601414281909168,0.2568538998981659,0.470456116119975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
319450,0,Cash loans,M,Y,Y,0,270000.0,1436850.0,42012.0,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,0.04622,-20284,-2050,-9898.0,-3225,1,1,0,1,1,0,2.0,1,1,TUESDAY,17,0,1,1,0,1,1,,0.6333689525128825,,0.2598,0.2182,0.9861,0.28,0.2414,0.3333,,0.2771,0.0,0.2647,0.2264,0.9861,0.282,0.2414,0.3333,,0.2887,0.0,0.2623,0.2182,0.9861,0.28,0.2414,0.3333,,0.2821,0.0,block of flats,0.2568,"Stone, brick",No,2.0,0.0,2.0,0.0,-2043.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
281307,0,Revolving loans,F,Y,Y,0,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-19185,-2362,-9885.0,-2682,1,1,0,1,0,0,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,0.7631003099852041,0.5969443650093261,0.6971469077844458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
281718,1,Cash loans,M,Y,Y,0,112500.0,668304.0,32278.5,540000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-20986,-1233,-3038.0,-4458,1,1,0,1,0,1,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,0.5608165922350232,0.2719059531978474,0.6986675550534175,0.1666,0.0392,0.9831,0.32,0.2621,0.3917,0.1581,0.139,0.0743,0.2269,0.0634,0.9816,0.4834,0.4138,0.25,0.0444,0.0908,0.0,0.2248,0.0377,0.9831,0.48,0.4138,0.25,0.16,0.1274,0.0553,block of flats,0.1576,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
236488,0,Cash loans,F,N,Y,1,202500.0,545040.0,36553.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006207,-11298,-1580,-2147.0,-914,1,1,0,1,0,0,2.0,2,2,TUESDAY,18,0,1,1,0,1,1,,0.4108381895636232,0.2750003523983893,0.0887,0.1125,0.9781,0.0,0.2069,0.1667,0.106,0.0872,0.0136,0.0903,0.1167,0.9782,0.0,0.2069,0.1667,0.1084,0.0908,0.0144,0.0895,0.1125,0.9781,0.0,0.2069,0.1667,0.1079,0.0887,0.0139,block of flats,0.0789,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
449880,0,Cash loans,F,N,N,1,144000.0,450000.0,35338.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010006,-16667,-2293,-1655.0,-177,1,1,0,1,0,0,3.0,2,2,MONDAY,15,0,0,0,0,0,0,,0.2238856349191362,0.2622489709189549,0.0237,0.0703,0.9811,0.0,0.1379,0.1667,0.0277,0.0431,0.0288,0.0242,0.0729,0.9811,0.0,0.1379,0.1667,0.0283,0.0449,0.0305,0.0239,0.0703,0.9811,0.0,0.1379,0.1667,0.0281,0.0439,0.0294,block of flats,0.0478,Block,No,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
344613,0,Cash loans,M,Y,Y,0,90000.0,495000.0,38434.5,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-22024,365243,-13489.0,-4813,1,0,0,1,0,0,2.0,2,2,MONDAY,7,0,0,0,0,0,0,,0.6307550051212225,,0.0247,0.053,0.9866,0.0,0.1034,0.0833,0.0097,0.0255,0.0,0.0252,0.055,0.9866,0.0,0.1034,0.0833,0.0099,0.0266,0.0,0.025,0.053,0.9866,0.0,0.1034,0.0833,0.0099,0.026,0.0,block of flats,0.0223,Panel,No,0.0,0.0,0.0,0.0,-151.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
210927,0,Cash loans,M,N,Y,0,225000.0,1097131.5,56146.5,886500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-14161,-1135,-5106.0,-2029,1,1,0,1,0,0,2.0,2,2,MONDAY,16,0,0,0,1,1,0,0.4879811894851832,0.7665332933643841,0.5495965024956946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1331.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
274124,0,Cash loans,M,Y,N,1,103500.0,388512.0,30195.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-12239,-2804,-5501.0,-2775,1,1,0,1,0,0,3.0,3,3,THURSDAY,5,0,0,0,1,0,1,,0.1749332118654302,,0.1031,0.1455,0.9826,0.0,0.2069,0.1667,0.0,0.066,0.0062,0.105,0.151,0.9826,0.0,0.2069,0.1667,0.0,0.0687,0.0066,0.1041,0.1455,0.9826,0.0,0.2069,0.1667,0.0,0.0672,0.0064,block of flats,0.0872,"Stone, brick",No,0.0,0.0,0.0,0.0,-652.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100612,0,Cash loans,F,Y,N,0,157500.0,1288350.0,37669.5,1125000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.0066709999999999,-14573,-3569,-6268.0,-5016,1,1,1,1,0,0,2.0,2,2,THURSDAY,19,0,0,0,0,0,0,,0.7626841719393695,0.4329616670974407,0.0402,0.0325,0.9821,0.0,0.069,0.1667,0.017,0.0341,0.0041,0.041,0.0337,0.9821,0.0,0.069,0.1667,0.0174,0.0355,0.0043,0.0406,0.0325,0.9821,0.0,0.069,0.1667,0.0173,0.0347,0.0042,block of flats,0.0356,"Stone, brick",No,2.0,0.0,2.0,0.0,-2620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
382982,0,Cash loans,M,Y,N,0,157500.0,808650.0,23773.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010643,-18646,-2119,-4206.0,-2185,1,1,0,1,0,0,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,,0.7869062494834169,0.8435435389318647,0.0691,0.0797,0.9781,0.0,0.1379,0.1667,0.0556,0.0585,0.0131,0.0704,0.0827,0.9782,0.0,0.1379,0.1667,0.0569,0.0609,0.0139,0.0697,0.0797,0.9781,0.0,0.1379,0.1667,0.0566,0.0595,0.0134,block of flats,0.0488,"Stone, brick",No,0.0,0.0,0.0,0.0,-2632.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
107816,0,Cash loans,F,N,Y,0,157500.0,900000.0,43429.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-21296,365243,-1639.0,-4389,1,0,0,1,0,0,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,,0.211173856856553,0.4489622731076524,0.3052,0.1974,0.997,0.32,0.2759,0.375,0.2042,0.3673,0.08,0.3109,0.2049,0.997,0.3222,0.2759,0.375,0.2089,0.3827,0.0847,0.3081,0.1974,0.997,0.32,0.2759,0.375,0.2078,0.3739,0.0817,block of flats,0.37,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
194583,0,Cash loans,F,N,N,0,112500.0,355500.0,13531.5,355500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-19679,-11917,-10169.0,-3231,1,1,0,1,1,0,2.0,2,2,MONDAY,13,0,0,0,0,0,0,,0.7682624613530111,0.5478104658520093,0.1742,,0.9821,0.04,0.0345,0.3333,,0.0909,0.0061,0.1775,,0.9821,0.0403,0.0345,0.3333,,0.0948,0.0065,0.1759,,0.9821,0.04,0.0345,0.3333,,0.0926,0.0062,block of flats,0.0729,"Stone, brick",No,0.0,0.0,0.0,0.0,-697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
245605,0,Cash loans,F,N,N,1,180000.0,770292.0,30676.5,688500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.006305,-16087,-2618,-1574.0,-4895,1,1,0,1,0,0,2.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,0.7579633378466661,0.6962421759462318,0.5691487713619409,0.0969,,0.9861,,0.2759,0.1667,0.1578,0.097,,0.0987,,0.9861,,0.2759,0.1667,0.1614,0.1011,,0.0978,,0.9861,,0.2759,0.1667,0.1605,0.0988,,block of flats,0.0763,"Stone, brick",No,4.0,0.0,4.0,0.0,-1378.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
416090,0,Cash loans,M,Y,Y,1,225000.0,1520253.0,44581.5,1327500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-16750,-1399,-5456.0,-290,1,1,0,1,0,1,3.0,1,1,FRIDAY,10,1,0,1,0,0,0,0.6009853365357227,0.6603239779378496,0.3910549766342248,0.4454,0.2797,0.9781,0.48,0.4138,0.3333,0.0,0.4166,0.1243,0.4538,0.2902,0.9782,0.4834,0.4138,0.3333,0.0,0.4341,0.1316,0.4497,0.2797,0.9781,0.48,0.4138,0.3333,0.0,0.4241,0.1269,block of flats,0.3547,Panel,No,1.0,0.0,1.0,0.0,-1347.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
419323,0,Cash loans,F,N,N,0,157500.0,738000.0,21708.0,738000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-18288,-3018,-3382.0,-1842,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,,0.6171747677899205,0.2778856891082046,0.0629,0.06,0.9796,0.0,0.1379,0.1667,0.0177,0.0516,0.0,0.0641,0.0623,0.9796,0.0,0.1379,0.1667,0.0181,0.0538,0.0,0.0635,0.06,0.9796,0.0,0.1379,0.1667,0.018,0.0525,0.0,block of flats,0.0427,Panel,No,0.0,0.0,0.0,0.0,-1869.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
